remaining_hours,created_hours_ago,distance_km,travel_hours,slack_hours,feasibility_ratio,perishability_risk,ideal_window,service_value,estimated_meals,quantity_confidence,demand_pressure,nearby_density,type_density,ngo_success_rate,ngo_open_load,ngo_performance,ngo_verified,donor_reliability,target_priority,pickup_success_probability
4.61,2.33,2.41,0.11,3.4,10.02,0.35,8.0,0.55,137.62,0.68,0.159,7,8,0.594,0.878,0.852,0.0,0.613,40.6,0.362
11.1,1.63,4.01,0.16,10.28,21.76,0.35,8.0,0.55,71.15,0.75,0.774,11,11,0.887,0.014,0.852,0.0,0.731,46.9,0.431
3.21,1.35,16.9,0.85,2.07,2.68,0.82,4.0,1.0,104.95,0.75,0.365,9,8,0.909,0.358,0.908,0.0,0.735,66.0,0.525
0.7,1.26,11.79,0.54,-0.68,0.79,1.0,2.0,0.95,109.99,0.93,0.109,8,9,0.736,0.905,0.485,1.0,0.39,50.5,0.371
2.29,4.28,14.01,0.69,1.24,2.2,0.82,4.0,1.0,105.77,0.86,0.493,8,9,0.618,0.27,0.891,1.0,0.388,69.4,0.656
7.85,3.56,0.13,0.01,7.15,21.81,0.58,6.0,0.88,70.57,0.88,0.646,18,11,0.78,0.539,0.662,0.0,0.91,61.0,0.526
3.84,1.39,14.49,0.76,2.53,3.46,0.82,4.0,1.0,99.88,0.64,0.793,18,2,0.631,0.407,0.887,1.0,0.449,64.5,0.531
9.77,2.1,9.5,0.41,9.06,12.86,0.35,8.0,0.55,5.57,0.84,0.255,3,10,0.816,0.117,0.647,0.0,0.617,32.9,0.387
7.23,4.82,13.01,0.53,6.08,8.22,0.35,8.0,0.55,158.62,0.73,0.939,3,9,0.523,0.312,0.73,0.0,0.429,42.2,0.391
5.26,8.69,8.21,0.37,4.26,7.31,0.35,8.0,0.55,115.54,0.78,0.592,15,10,0.525,0.456,0.615,0.0,0.471,44.0,0.328
5.4,0.11,11.16,0.53,4.56,6.14,1.0,2.0,0.95,140.36,0.66,0.374,5,5,0.704,0.872,0.839,0.0,0.568,44.9,0.399
7.13,2.47,14.88,0.7,5.8,6.79,0.82,4.0,1.0,141.23,0.99,0.478,1,7,0.692,0.653,0.966,0.0,0.871,50.9,0.365
10.4,2.66,4.39,0.22,9.59,18.25,0.35,8.0,0.55,54.69,0.71,0.988,8,6,0.58,0.694,0.828,0.0,0.864,42.3,0.322
9.02,4.62,8.12,0.32,7.94,13.46,0.58,6.0,0.88,54.02,0.81,0.625,15,8,0.472,0.095,0.867,0.0,0.577,47.4,0.457
5.4,1.27,1.21,0.06,4.31,13.17,0.58,6.0,0.88,60.7,0.72,0.814,7,7,0.914,0.616,0.699,0.0,0.625,57.7,0.418
9.34,2.09,5.57,0.23,8.12,16.1,0.58,6.0,0.88,7.4,0.73,0.957,5,7,0.906,0.761,0.727,0.0,0.588,46.7,0.304
6.55,2.58,2.64,0.11,6.07,14.24,0.82,4.0,1.0,15.59,0.83,0.216,15,5,0.957,0.642,0.859,1.0,0.382,52.7,0.482
0.78,2.57,3.73,0.16,-0.37,1.53,0.82,4.0,1.0,18.8,0.97,0.255,5,12,0.764,0.505,0.741,0.0,0.416,54.6,0.383
6.04,6.21,8.82,0.4,5.02,8.05,0.58,6.0,0.88,177.8,0.58,0.647,13,9,0.468,0.237,0.58,0.0,0.354,53.6,0.448
8.31,3.46,1.43,0.06,7.83,20.27,0.58,6.0,0.88,147.98,0.96,0.251,8,7,0.451,0.358,0.552,0.0,0.414,53.6,0.373
2.78,2.23,11.36,0.46,1.54,3.43,0.58,6.0,0.88,104.87,0.89,0.5,4,10,0.651,0.991,0.913,0.0,0.729,45.3,0.329
2.87,0.95,17.18,0.73,1.87,2.66,1.0,2.0,0.95,151.68,0.72,0.595,18,11,0.558,0.398,0.923,0.0,0.911,67.9,0.509
0.9,0.23,16.09,0.61,-0.14,0.94,1.0,2.0,0.95,134.06,0.56,0.416,7,10,0.609,0.632,0.97,1.0,0.914,58.6,0.486
4.73,0.94,17.03,0.78,3.42,4.19,1.0,2.0,0.95,145.13,0.99,0.801,12,4,0.545,0.771,0.96,0.0,0.934,62.5,0.519
4.8,0.7,10.73,0.58,3.62,5.16,1.0,2.0,0.95,100.14,0.87,0.357,4,11,0.664,0.732,0.495,1.0,0.37,51.5,0.5
8.79,5.93,14.07,0.74,7.03,8.06,0.35,8.0,0.55,102.7,0.72,0.588,1,4,0.722,0.776,0.443,1.0,0.863,39.7,0.443
3.57,1.51,6.48,0.35,2.54,5.1,1.0,2.0,0.95,150.18,0.85,0.858,13,9,0.914,0.043,0.803,0.0,0.732,65.1,0.469
2.68,4.02,9.72,0.4,1.62,3.57,0.82,4.0,1.0,142.76,0.82,0.828,18,1,0.552,0.024,0.662,0.0,0.823,68.2,0.535
6.67,6.07,9.35,0.47,5.9,8.13,0.35,8.0,0.55,46.86,0.76,0.574,7,5,0.967,0.723,0.602,0.0,0.932,41.0,0.314
3.2,0.57,15.2,0.7,1.83,3.05,1.0,2.0,0.95,7.96,0.57,0.312,12,5,0.836,0.109,0.893,0.0,0.78,53.2,0.472
0.39,1.61,5.12,0.24,-0.37,0.66,1.0,2.0,0.95,159.37,0.86,0.416,11,6,0.679,0.272,0.459,0.0,0.768,68.1,0.485
1.03,8.02,1.05,0.05,0.62,2.58,0.35,8.0,0.55,61.33,0.81,0.152,14,2,0.509,0.885,0.579,0.0,0.449,56.3,0.325
8.71,8.17,2.44,0.1,7.67,19.36,0.35,8.0,0.55,25.45,0.72,0.798,10,9,0.497,0.703,0.77,0.0,0.399,40.4,0.288
0.98,1.03,14.86,0.7,-0.28,0.93,1.0,2.0,0.95,177.68,0.84,0.91,6,4,0.741,0.647,0.971,0.0,0.595,58.4,0.356
2.93,5.89,3.15,0.14,1.9,5.98,0.58,6.0,0.88,48.96,0.82,0.103,7,9,0.807,0.86,0.731,0.0,0.566,50.1,0.306
1.83,4.25,7.85,0.39,1.06,2.47,0.58,6.0,0.88,171.57,0.77,0.131,17,8,0.548,0.287,0.936,0.0,0.875,66.3,0.469
7.13,5.98,10.31,0.4,5.84,9.51,0.58,6.0,0.88,16.97,0.7,0.137,10,10,0.639,0.975,0.613,1.0,0.511,34.8,0.337
2.84,0.33,5.5,0.27,1.87,4.58,1.0,2.0,0.95,166.86,0.85,0.588,2,11,0.536,0.891,0.758,1.0,0.973,58.2,0.564
5.49,0.68,5.62,0.26,4.56,9.0,0.82,4.0,1.0,136.12,0.99,0.282,10,6,0.958,0.863,0.48,1.0,0.493,49.8,0.503
8.13,1.49,0.27,0.01,7.81,22.58,0.58,6.0,0.88,77.52,0.92,0.226,10,4,0.696,0.478,0.793,0.0,0.958,55.0,0.476
5.63,3.93,17.38,0.95,3.87,4.33,0.82,4.0,1.0,78.08,0.88,0.585,13,10,0.946,0.473,0.739,1.0,0.788,57.4,0.575
7.57,2.73,1.15,0.05,6.54,18.93,0.35,8.0,0.55,125.0,0.9,0.637,13,8,0.539,0.447,0.634,0.0,0.706,50.1,0.471
1.61,0.98,15.54,0.68,0.64,1.56,0.35,8.0,0.55,170.89,0.71,0.225,2,2,0.485,0.884,0.857,1.0,0.863,52.3,0.524
1.27,3.09,16.77,0.66,0.16,1.26,0.82,4.0,1.0,129.76,0.61,0.776,3,5,0.573,0.112,0.919,0.0,0.622,67.2,0.564
3.78,2.74,15.8,0.66,2.84,3.74,0.35,8.0,0.55,22.38,0.82,0.551,11,2,0.87,0.118,0.687,1.0,0.431,51.1,0.582
1.66,5.71,16.84,0.73,0.67,1.54,0.35,8.0,0.55,73.62,0.61,0.433,6,12,0.895,0.339,0.695,1.0,0.798,59.0,0.618
1.12,2.51,11.65,0.51,-0.37,1.3,0.35,8.0,0.55,94.41,0.56,0.664,15,11,0.485,0.889,0.875,1.0,0.683,39.3,0.337
1.15,1.1,4.69,0.2,0.48,2.09,1.0,2.0,0.95,51.16,0.97,0.469,7,7,0.657,0.957,0.566,1.0,0.845,66.3,0.504
2.45,1.18,13.32,0.53,1.12,2.78,1.0,2.0,0.95,54.66,0.75,0.324,14,8,0.965,0.741,0.617,0.0,0.642,61.3,0.492
3.65,1.83,16.27,0.85,2.2,3.04,1.0,2.0,0.95,60.22,0.68,0.828,11,5,0.783,0.874,0.604,1.0,0.726,54.2,0.438
7.05,6.34,8.57,0.38,6.37,9.66,0.35,8.0,0.55,56.96,0.84,0.371,7,1,0.975,0.071,0.514,1.0,0.416,47.1,0.574
1.13,0.85,11.27,0.52,-0.02,1.3,0.82,4.0,1.0,24.64,0.57,0.398,6,6,0.901,0.105,0.672,1.0,0.622,47.8,0.549
8.7,5.02,13.48,0.67,7.52,8.53,0.58,6.0,0.88,91.94,0.61,0.196,6,3,0.477,0.073,0.643,1.0,0.376,39.9,0.463
5.26,1.93,1.92,0.09,4.53,11.95,1.0,2.0,0.95,10.38,0.74,0.953,15,3,0.648,0.055,0.538,0.0,0.964,60.7,0.506
5.99,0.31,13.18,0.59,4.85,6.37,0.82,4.0,1.0,72.66,0.81,0.915,4,11,0.832,0.981,0.931,1.0,0.522,48.0,0.406
5.66,1.78,1.86,0.07,4.66,13.48,0.58,6.0,0.88,143.47,0.85,0.082,13,8,0.664,0.034,0.434,1.0,0.441,59.1,0.529
1.45,6.36,8.39,0.44,0.44,1.84,0.58,6.0,0.88,107.06,0.63,0.598,1,6,0.727,0.354,0.447,1.0,0.778,60.8,0.628
0.58,3.65,16.24,0.81,-1.15,0.5,0.82,4.0,1.0,10.05,0.75,0.21,5,9,0.697,0.618,0.951,1.0,0.925,49.2,0.358
10.75,1.49,13.1,0.71,9.38,10.14,0.35,8.0,0.55,71.75,0.95,0.659,17,8,0.956,0.906,0.843,0.0,0.424,29.0,0.219
1.92,6.17,2.71,0.13,1.35,4.0,0.58,6.0,0.88,166.44,0.62,0.25,16,6,0.473,0.287,0.704,0.0,0.6,66.1,0.459
5.38,4.04,9.88,0.45,4.44,6.72,0.58,6.0,0.88,21.52,0.97,0.211,4,7,0.834,0.366,0.766,0.0,0.644,43.6,0.41
0.97,1.11,15.91,0.64,0.01,0.98,0.35,8.0,0.55,70.62,0.92,0.77,10,8,0.805,0.073,0.486,1.0,0.767,63.2,0.677
3.04,3.89,0.8,0.03,2.59,8.0,0.58,6.0,0.88,84.76,0.56,0.637,14,8,0.94,0.033,0.406,1.0,0.611,69.8,0.6
9.47,8.63,4.94,0.2,8.36,17.22,0.35,8.0,0.55,176.82,0.91,0.059,18,6,0.912,0.085,0.744,1.0,0.552,44.9,0.486
5.16,2.16,1.28,0.07,4.15,12.29,0.82,4.0,1.0,92.55,0.6,0.38,6,11,0.691,0.797,0.737,1.0,0.726,65.9,0.586
6.64,2.69,16.63,0.81,5.36,5.72,0.82,4.0,1.0,100.25,0.7,0.868,13,2,0.71,0.374,0.681,0.0,0.772,61.1,0.531
3.47,0.11,10.54,0.52,1.85,3.99,0.82,4.0,1.0,52.31,0.78,0.746,7,8,0.721,0.392,0.769,1.0,0.875,63.7,0.64
6.18,3.4,9.32,0.4,5.51,8.24,0.35,8.0,0.55,106.81,0.74,0.277,1,1,0.549,0.143,0.979,0.0,0.738,48.0,0.46
1.8,1.93,11.14,0.47,0.88,2.2,1.0,2.0,0.95,41.54,0.91,0.302,4,4,0.876,0.289,0.878,1.0,0.872,68.0,0.588
5.25,4.35,12.66,0.52,3.74,6.03,0.82,4.0,1.0,60.34,0.62,0.832,5,10,0.581,0.729,0.543,1.0,0.811,58.9,0.538
5.73,0.18,8.48,0.33,4.71,8.43,0.82,4.0,1.0,141.19,0.83,0.378,17,2,0.784,0.667,0.934,0.0,0.721,59.8,0.47
1.7,1.39,4.16,0.16,0.92,3.33,1.0,2.0,0.95,179.16,0.9,0.363,5,3,0.706,0.602,0.479,1.0,0.497,71.0,0.604
2.35,7.89,1.83,0.09,1.71,5.34,0.35,8.0,0.55,27.99,0.57,0.142,7,3,0.75,0.908,0.547,0.0,0.404,51.4,0.333
2.52,1.23,3.12,0.11,1.45,5.48,1.0,2.0,0.95,141.42,0.95,0.264,14,7,0.881,0.005,0.827,1.0,0.872,71.5,0.629
4.76,2.72,17.27,0.93,3.0,3.72,0.35,8.0,0.55,93.14,0.65,0.902,1,8,0.532,0.737,0.469,0.0,0.689,47.8,0.356
8.22,5.13,16.87,0.76,6.62,7.41,0.58,6.0,0.88,154.67,0.7,0.91,3,7,0.693,0.737,0.644,1.0,0.574,49.3,0.504
5.2,1.33,17.97,0.81,3.76,4.48,1.0,2.0,0.95,12.94,0.63,0.237,9,5,0.753,0.573,0.863,0.0,0.884,44.1,0.412
2.15,4.5,17.53,0.84,0.97,1.81,0.58,6.0,0.88,76.42,0.74,0.164,15,8,0.855,0.708,0.559,0.0,0.441,61.2,0.441
7.26,0.52,12.9,0.54,6.06,8.16,0.82,4.0,1.0,175.25,0.59,0.746,1,4,0.586,0.204,0.663,0.0,0.37,49.3,0.462
5.56,1.47,9.11,0.45,4.72,6.95,0.82,4.0,1.0,20.0,0.68,0.247,11,2,0.962,0.318,0.647,0.0,0.97,54.2,0.529
3.94,2.12,10.9,0.39,2.48,5.32,1.0,2.0,0.95,161.1,0.72,0.933,7,6,0.588,0.628,0.807,1.0,0.895,61.6,0.618
2.66,0.52,14.41,0.61,0.98,2.77,0.82,4.0,1.0,124.7,0.62,0.428,18,3,0.752,0.645,0.923,1.0,0.565,64.3,0.495
3.52,0.83,10.02,0.42,2.27,4.57,0.58,6.0,0.88,19.8,0.8,0.662,3,7,0.844,0.369,0.57,0.0,0.417,48.5,0.365
4.13,1.8,16.57,0.6,3.19,4.35,0.35,8.0,0.55,41.7,0.76,0.326,13,2,0.678,0.429,0.406,1.0,0.502,45.7,0.425
3.09,0.39,8.97,0.44,2.4,3.91,0.82,4.0,1.0,109.77,0.96,0.406,8,2,0.542,0.453,0.707,1.0,0.889,67.4,0.596
1.92,5.25,8.03,0.41,1.22,2.53,0.35,8.0,0.55,17.85,0.74,0.632,3,10,0.851,0.106,0.619,1.0,0.698,64.3,0.609
8.05,4.35,4.65,0.17,6.88,15.48,0.35,8.0,0.55,110.14,0.61,0.395,8,2,0.69,0.335,0.864,1.0,0.596,44.1,0.446
4.22,3.24,16.75,0.91,2.55,3.35,0.82,4.0,1.0,84.96,0.93,0.503,10,6,0.683,0.819,0.767,1.0,0.406,46.6,0.492
3.53,0.89,7.36,0.29,2.8,5.52,1.0,2.0,0.95,60.76,0.69,0.532,17,3,0.551,0.941,0.486,1.0,0.656,49.7,0.501
2.2,2.4,12.59,0.51,0.92,2.56,0.58,6.0,0.88,21.24,0.82,0.888,15,7,0.581,0.362,0.94,0.0,0.439,63.0,0.486
2.42,4.58,3.53,0.16,1.58,4.75,0.58,6.0,0.88,19.26,0.76,0.16,14,6,0.906,0.965,0.599,1.0,0.569,52.2,0.436
7.73,2.83,10.23,0.42,6.63,10.04,0.58,6.0,0.88,119.0,0.82,0.561,8,1,0.772,0.731,0.808,1.0,0.555,54.4,0.451
5.36,3.39,5.39,0.27,4.57,8.65,0.82,4.0,1.0,102.74,0.6,0.201,3,6,0.584,0.722,0.968,0.0,0.715,54.5,0.397
8.67,3.65,17.14,0.75,7.64,7.88,0.58,6.0,0.88,6.02,0.9,0.201,16,11,0.816,0.992,0.858,0.0,0.582,33.6,0.27
0.71,2.02,17.36,0.65,-0.67,0.71,0.82,4.0,1.0,110.16,0.69,0.684,1,10,0.465,0.704,0.605,0.0,0.742,51.9,0.294
2.36,3.55,1.85,0.07,1.81,5.62,0.82,4.0,1.0,128.76,0.58,0.097,5,10,0.53,0.053,0.483,1.0,0.405,71.6,0.643
1.27,1.53,0.81,0.03,0.91,3.34,1.0,2.0,0.95,80.53,0.96,0.838,15,3,0.777,0.055,0.602,1.0,0.553,83.3,0.694
1.65,2.11,8.9,0.39,0.36,2.23,1.0,2.0,0.95,57.77,0.97,0.319,5,7,0.573,0.211,0.947,1.0,0.907,70.4,0.629
1.42,0.68,3.6,0.19,0.86,2.63,1.0,2.0,0.95,17.88,0.57,0.451,2,7,0.801,0.79,0.784,1.0,0.857,64.8,0.545
6.6,1.31,16.79,0.61,5.16,6.88,0.82,4.0,1.0,133.59,0.83,0.235,10,12,0.814,0.234,0.836,0.0,0.953,58.1,0.544
1.59,6.35,2.73,0.1,0.71,3.53,0.35,8.0,0.55,96.57,0.59,0.414,1,7,0.803,0.569,0.958,0.0,0.683,58.9,0.502
3.83,1.47,14.83,0.63,2.14,3.91,1.0,2.0,0.95,12.81,0.97,0.274,18,9,0.578,0.399,0.735,1.0,0.923,53.5,0.512
4.47,5.83,4.32,0.2,3.76,8.13,0.58,6.0,0.88,119.37,0.96,0.625,7,6,0.605,0.78,0.802,1.0,0.507,61.8,0.545
2.54,0.12,2.82,0.12,1.95,5.4,0.82,4.0,1.0,112.9,0.58,0.117,12,10,0.49,0.321,0.752,0.0,0.763,66.8,0.493
1.89,7.88,11.08,0.46,0.98,2.33,0.35,8.0,0.55,171.24,0.9,0.884,3,1,0.653,0.718,0.531,0.0,0.929,62.2,0.448
7.85,6.26,5.32,0.22,6.65,13.77,0.58,6.0,0.88,125.22,0.81,0.422,6,4,0.96,0.362,0.6,1.0,0.816,49.9,0.474
5.41,1.55,16.26,0.6,3.98,5.69,1.0,2.0,0.95,122.78,0.69,0.343,10,8,0.765,0.004,0.557,1.0,0.416,57.2,0.593
0.51,1.7,2.42,0.13,-0.42,1.06,0.35,8.0,0.55,83.21,0.83,0.102,12,5,0.847,0.627,0.944,0.0,0.712,48.4,0.383
0.39,1.24,13.02,0.64,-0.91,0.39,0.82,4.0,1.0,92.46,0.58,0.988,15,3,0.766,0.818,0.66,1.0,0.907,55.1,0.365
0.97,0.54,13.73,0.62,-0.69,1.0,0.35,8.0,0.55,118.63,0.65,0.717,6,3,0.635,0.467,0.649,0.0,0.424,40.2,0.212
1.06,0.95,5.45,0.23,-0.03,1.83,0.82,4.0,1.0,101.99,0.84,0.95,13,6,0.661,0.064,0.954,1.0,0.882,63.7,0.674
8.35,0.54,5.37,0.25,7.67,13.92,0.58,6.0,0.88,80.14,0.93,0.768,18,12,0.969,0.175,0.958,1.0,0.835,56.5,0.575
9.46,2.91,10.5,0.39,8.55,12.78,0.58,6.0,0.88,90.41,0.88,0.355,18,7,0.907,0.941,0.43,1.0,0.727,42.5,0.425
8.26,0.49,6.73,0.28,7.46,13.11,0.58,6.0,0.88,26.45,1.0,0.365,17,8,0.451,0.873,0.646,1.0,0.953,39.4,0.429
4.39,0.69,7.15,0.27,3.28,7.08,1.0,2.0,0.95,113.8,0.65,0.719,6,9,0.647,0.716,0.459,0.0,0.831,57.1,0.475
0.55,2.72,3.25,0.16,-0.02,1.08,0.82,4.0,1.0,140.02,0.65,0.062,10,5,0.821,0.382,0.973,0.0,0.916,65.9,0.487
4.92,0.68,8.35,0.35,3.92,7.03,1.0,2.0,0.95,18.31,0.85,0.175,11,5,0.646,0.805,0.747,1.0,0.491,42.3,0.473
4.93,4.38,10.27,0.42,3.75,6.4,0.58,6.0,0.88,111.32,0.89,0.462,12,4,0.95,0.922,0.774,1.0,0.44,47.5,0.434
1.07,6.54,10.28,0.56,-0.21,1.18,0.58,6.0,0.88,90.38,0.69,0.596,8,2,0.515,0.287,0.752,0.0,0.482,53.9,0.407
5.14,0.17,12.05,0.58,3.46,5.53,1.0,2.0,0.95,59.36,0.89,0.653,4,10,0.797,0.9,0.958,0.0,0.368,47.9,0.349
7.46,1.41,16.4,0.59,6.32,7.94,0.58,6.0,0.88,132.9,0.63,0.066,10,3,0.459,0.509,0.571,0.0,0.902,41.8,0.405
3.92,5.04,15.0,0.64,2.88,3.96,0.35,8.0,0.55,60.55,0.87,0.345,11,2,0.771,0.574,0.666,1.0,0.828,55.3,0.596
9.59,5.12,6.82,0.25,8.25,15.98,0.35,8.0,0.55,123.35,0.59,0.687,9,2,0.562,0.365,0.458,1.0,0.847,46.8,0.507
9.3,5.19,10.58,0.49,7.74,11.07,0.58,6.0,0.88,88.22,0.88,0.709,5,3,0.67,0.839,0.464,1.0,0.595,41.5,0.477
2.59,0.09,9.43,0.48,1.5,3.12,1.0,2.0,0.95,5.46,0.63,0.264,3,11,0.523,0.923,0.842,1.0,0.58,42.3,0.458
2.07,1.73,3.7,0.18,1.42,3.91,1.0,2.0,0.95,36.65,0.71,0.653,14,4,0.558,0.359,0.903,1.0,0.723,70.1,0.645
10.28,4.68,15.67,0.82,8.77,8.79,0.35,8.0,0.55,114.12,0.85,0.862,3,2,0.832,0.234,0.674,1.0,0.903,50.0,0.519
1.72,0.41,1.47,0.05,1.41,4.3,1.0,2.0,0.95,84.83,0.89,0.143,16,9,0.707,0.602,0.539,1.0,0.828,77.6,0.58
1.34,2.09,3.11,0.17,0.49,2.58,1.0,2.0,0.95,27.23,0.95,0.34,17,5,0.799,0.716,0.9,0.0,0.73,67.0,0.514
2.49,0.6,6.36,0.33,1.26,3.66,1.0,2.0,0.95,144.62,0.99,0.685,11,10,0.763,0.015,0.853,0.0,0.672,70.9,0.524
2.92,1.57,9.71,0.38,1.59,4.0,1.0,2.0,0.95,177.25,0.93,0.796,8,8,0.711,0.276,0.549,0.0,0.972,70.7,0.589
6.75,2.96,14.52,0.77,5.54,6.03,0.35,8.0,0.55,45.78,0.71,0.159,14,9,0.537,0.162,0.447,1.0,0.89,42.2,0.576
7.22,4.89,17.99,0.82,6.08,6.17,0.35,8.0,0.55,70.6,0.75,0.652,14,3,0.473,0.137,0.461,0.0,0.519,40.2,0.422
5.17,6.34,11.45,0.46,4.28,6.38,0.35,8.0,0.55,29.12,0.81,0.16,8,12,0.626,0.633,0.458,0.0,0.521,42.9,0.337
0.6,0.92,10.14,0.38,-0.48,0.82,0.58,6.0,0.88,92.55,0.81,0.614,12,5,0.804,0.721,0.561,1.0,0.439,52.6,0.444
1.84,0.59,15.02,0.54,0.47,2.07,1.0,2.0,0.95,81.7,0.71,0.269,9,10,0.451,0.263,0.623,0.0,0.9,59.6,0.471
4.79,3.44,14.37,0.57,3.83,5.21,0.58,6.0,0.88,25.96,0.95,0.768,18,11,0.873,0.298,0.584,0.0,0.907,53.6,0.511
2.53,0.59,16.71,0.8,1.42,2.2,0.58,6.0,0.88,169.17,0.59,0.788,16,6,0.588,0.219,0.525,1.0,0.655,65.6,0.636
8.58,8.79,4.52,0.23,7.88,14.79,0.35,8.0,0.55,31.22,0.69,0.774,1,12,0.558,0.527,0.522,0.0,0.467,39.4,0.304
10.54,0.43,5.36,0.29,9.59,16.47,0.35,8.0,0.55,40.54,0.76,0.946,2,7,0.575,0.235,0.932,1.0,0.941,43.9,0.584
1.04,0.05,6.15,0.26,-0.29,1.7,0.82,4.0,1.0,83.89,0.71,0.932,6,7,0.95,0.159,0.451,1.0,0.854,66.4,0.569
4.1,1.25,6.24,0.27,2.98,6.61,1.0,2.0,0.95,104.96,0.99,0.685,17,2,0.933,0.799,0.749,1.0,0.464,61.6,0.553
2.39,3.44,0.04,0.0,1.97,6.83,0.82,4.0,1.0,165.45,0.89,0.899,11,6,0.55,0.309,0.509,1.0,0.799,85.1,0.689
1.74,1.83,15.69,0.63,0.68,1.78,1.0,2.0,0.95,53.81,0.67,0.236,2,1,0.775,0.081,0.829,1.0,0.492,63.8,0.565
6.28,0.07,9.28,0.36,5.25,8.85,0.58,6.0,0.88,173.01,0.69,0.506,8,10,0.84,0.923,0.469,0.0,0.403,44.7,0.305
10.77,8.67,0.9,0.04,10.39,27.62,0.35,8.0,0.55,178.09,0.93,0.676,16,3,0.978,0.291,0.762,0.0,0.98,54.1,0.481
2.18,1.8,9.73,0.52,0.62,2.51,1.0,2.0,0.95,102.65,0.77,0.597,4,7,0.665,0.854,0.433,0.0,0.904,51.0,0.381
9.26,4.97,8.4,0.38,8.53,12.68,0.58,6.0,0.88,156.02,0.65,0.42,11,8,0.645,0.025,0.42,0.0,0.593,46.4,0.438
9.95,2.14,14.02,0.5,8.36,11.71,0.35,8.0,0.55,44.15,0.67,0.808,3,12,0.817,0.269,0.928,0.0,0.895,39.6,0.349
1.12,2.63,1.4,0.07,0.45,2.67,0.82,4.0,1.0,176.85,0.76,0.177,4,2,0.524,0.664,0.942,0.0,0.952,78.8,0.491
2.05,3.91,6.53,0.3,1.11,3.15,0.35,8.0,0.55,54.48,0.88,0.216,12,3,0.908,0.152,0.493,1.0,0.885,66.4,0.615
4.87,1.51,1.38,0.06,4.31,11.88,0.58,6.0,0.88,64.99,0.82,0.85,7,7,0.629,0.355,0.834,1.0,0.45,63.8,0.561
4.35,3.01,6.91,0.26,3.7,7.13,0.58,6.0,0.88,164.25,0.77,0.12,10,11,0.683,0.012,0.867,1.0,0.942,61.1,0.604
5.3,1.62,14.07,0.68,3.53,5.15,0.82,4.0,1.0,67.19,0.82,0.556,13,5,0.572,0.083,0.888,1.0,0.375,57.5,0.535
10.52,1.99,1.95,0.11,9.86,22.87,0.35,8.0,0.55,152.57,0.66,0.89,12,3,0.941,0.096,0.83,1.0,0.526,50.7,0.481
0.56,4.91,3.85,0.16,-0.37,1.1,0.58,6.0,0.88,142.43,0.87,0.445,18,1,0.732,0.512,0.596,1.0,0.912,69.4,0.572
3.4,1.44,11.41,0.51,1.99,3.95,0.82,4.0,1.0,81.91,0.8,0.773,16,5,0.52,0.734,0.935,0.0,0.811,65.3,0.431
6.05,1.47,9.27,0.39,4.99,8.18,0.82,4.0,1.0,121.6,0.7,0.816,15,9,0.907,0.874,0.926,1.0,0.934,58.0,0.496
2.07,0.06,15.45,0.56,0.82,2.27,1.0,2.0,0.95,140.44,0.95,0.298,4,2,0.898,0.895,0.924,0.0,0.856,61.6,0.385
3.67,0.79,7.9,0.41,2.26,4.83,0.82,4.0,1.0,130.85,0.88,0.642,12,10,0.79,0.191,0.443,1.0,0.571,60.5,0.543
0.65,3.17,6.77,0.33,-0.47,0.96,0.82,4.0,1.0,13.59,0.69,0.437,4,10,0.958,0.158,0.727,1.0,0.395,48.7,0.431
5.2,0.14,10.23,0.41,4.41,6.84,0.58,6.0,0.88,131.94,0.9,0.548,9,1,0.488,0.091,0.445,0.0,0.907,58.7,0.562
0.66,4.07,9.52,0.43,-0.41,0.85,0.35,8.0,0.55,12.16,0.76,0.81,8,8,0.565,0.637,0.965,0.0,0.632,46.6,0.31
10.68,0.79,0.29,0.01,9.9,29.67,0.35,8.0,0.55,118.02,0.75,0.327,1,10,0.815,0.055,0.698,0.0,0.583,47.7,0.47
8.64,0.67,0.16,0.01,7.93,24.0,0.35,8.0,0.55,62.29,0.66,0.481,1,8,0.483,0.021,0.404,0.0,0.823,42.6,0.389
6.59,1.96,17.62,0.73,5.34,6.1,0.35,8.0,0.55,152.39,0.57,0.927,3,9,0.932,0.734,0.728,1.0,0.808,43.7,0.502
5.22,4.58,8.58,0.46,3.8,6.44,0.35,8.0,0.55,21.56,0.83,0.125,14,4,0.893,0.559,0.831,1.0,0.421,43.6,0.487
4.99,2.58,7.79,0.4,4.29,6.65,0.58,6.0,0.88,157.63,0.56,0.794,11,5,0.903,0.787,0.745,1.0,0.556,61.6,0.548
6.79,0.41,9.33,0.34,6.08,9.84,0.82,4.0,1.0,59.96,0.91,0.655,2,6,0.819,0.948,0.758,1.0,0.351,49.1,0.41
6.31,0.96,3.87,0.14,5.77,12.88,0.58,6.0,0.88,22.54,0.76,0.354,17,8,0.714,0.125,0.798,0.0,0.447,45.7,0.397
4.75,2.82,0.26,0.01,4.04,13.19,0.82,4.0,1.0,82.03,0.92,0.797,15,5,0.613,0.884,0.503,1.0,0.699,60.0,0.481
0.58,1.84,5.39,0.24,0.06,0.98,1.0,2.0,0.95,104.99,0.72,0.422,15,7,0.543,0.378,0.767,1.0,0.946,76.7,0.676
